time,temperature(C),humidity,note
2022/12/30 00:37:05,"14,88","93,5",""
2022/12/30 00:47:05,"14,88","93,5",""
2022/12/30 00:57:05,"14,88","93,6",""
2022/12/30 01:07:05,"14,88","93,6",""
2022/12/30 01:17:05,"14,94","93,7",""
2022/12/30 01:27:05,"14,94","93,8",""
2022/12/30 01:37:05,"14,94","93,8",""
2022/12/30 01:47:05,"14,94","93,8",""
2022/12/30 01:57:05,"15,00","94,0",""
2022/12/30 02:07:05,"15,00","94,0",""
2022/12/30 02:17:05,"15,00","94,2",""
2022/12/30 02:27:05,"15,06","94,2",""
2022/12/30 02:37:05,"15,06","94,1",""
2022/12/30 02:47:05,"15,06","94,3",""
2022/12/30 02:57:05,"15,06","94,2",""
2022/12/30 03:07:05,"15,06","94,3",""
2022/12/30 03:17:05,"15,06","94,4",""
2022/12/30 03:27:05,"15,06","94,4",""
2022/12/30 03:37:05,"15,13","94,6",""
2022/12/30 03:47:05,"15,13","94,6",""
2022/12/30 03:57:05,"15,13","94,6",""
2022/12/30 04:07:05,"15,13","94,8",""
2022/12/30 04:17:05,"15,19","94,8",""
2022/12/30 04:27:05,"15,19","94,8",""
2022/12/30 04:37:05,"15,19","94,8",""
2022/12/30 04:47:05,"15,19","94,9",""
2022/12/30 04:57:05,"15,19","94,9",""
2022/12/30 05:07:05,"15,19","94,9",""
2022/12/30 05:17:05,"15,19","95,0",""
2022/12/30 05:27:05,"15,19","94,9",""
2022/12/30 05:37:05,"15,19","94,9",""
2022/12/30 05:47:05,"15,25","95,2",""
2022/12/30 05:57:05,"15,25","95,2",""
2022/12/30 06:07:05,"15,25","95,3",""
2022/12/30 06:17:05,"15,25","95,3",""
2022/12/30 06:27:05,"15,25","95,4",""
2022/12/30 06:37:05,"15,25","95,3",""
2022/12/30 06:47:05,"15,25","95,3",""
2022/12/30 06:57:05,"15,25","95,4",""
2022/12/30 07:07:05,"15,25","95,4",""
2022/12/30 07:17:05,"15,31","95,4",""
2022/12/30 07:27:05,"15,31","95,4",""
2022/12/30 07:37:05,"15,31","95,5",""
2022/12/30 07:47:05,"15,31","95,6",""
2022/12/30 07:57:05,"15,31","95,5",""
2022/12/30 08:07:05,"15,31","95,7",""
2022/12/30 08:17:05,"15,31","95,6",""
2022/12/30 08:27:05,"15,31","95,9",""
2022/12/30 08:37:05,"15,31","95,8",""
2022/12/30 08:47:05,"15,38","95,8",""
2022/12/30 08:57:05,"15,38","95,9",""
2022/12/30 09:07:05,"15,38","95,8",""
2022/12/30 09:17:05,"15,38","95,9",""
2022/12/30 09:27:05,"14,38","84,3",""
2022/12/30 09:37:05,"11,19","77,3",""
2022/12/30 09:47:05,"10,38","88,4",""
2022/12/30 09:57:05,"11,56","93,2",""
2022/12/30 10:07:05,"12,38","92,9",""
2022/12/30 10:17:05,"12,75","91,3",""
2022/12/30 10:27:05,"13,00","91,1",""
2022/12/30 10:37:05,"13,19","91,3",""
2022/12/30 10:47:05,"13,31","91,1",""
2022/12/30 10:57:05,"13,44","90,0",""
2022/12/30 11:07:05,"13,50","89,8",""
2022/12/30 11:17:05,"13,56","89,7",""
2022/12/30 11:27:05,"13,63","89,2",""
2022/12/30 11:37:05,"13,63","89,4",""
2022/12/30 11:47:05,"13,63","88,9",""
2022/12/30 11:57:05,"13,63","88,8",""
2022/12/30 12:07:05,"13,63","89,2",""
2022/12/30 12:17:05,"13,69","89,0",""
2022/12/30 12:27:05,"13,75","89,1",""
2022/12/30 12:37:05,"13,81","89,1",""
2022/12/30 12:47:05,"13,75","88,6",""
2022/12/30 12:57:05,"13,81","89,7",""
2022/12/30 13:07:05,"13,75","82,1",""
2022/12/30 13:17:05,"11,69","77,9",""
2022/12/30 13:27:05,"11,13","80,3",""
2022/12/30 13:37:05,"10,63","79,1",""
2022/12/30 13:47:05,"11,38","86,3",""
2022/12/30 13:57:05,"12,06","88,6",""
2022/12/30 14:07:05,"12,50","88,7",""
2022/12/30 14:17:05,"12,81","88,6",""
2022/12/30 14:27:05,"13,06","89,1",""
2022/12/30 14:37:05,"13,13","88,3",""
2022/12/30 14:47:05,"13,25","88,4",""
2022/12/30 14:57:05,"13,25","88,1",""
2022/12/30 15:07:05,"13,31","88,7",""
2022/12/30 15:17:05,"13,38","88,9",""
2022/12/30 15:27:05,"13,38","88,7",""
2022/12/30 15:37:05,"13,44","88,4",""
2022/12/30 15:47:05,"13,44","88,8",""
2022/12/30 15:57:05,"13,44","88,8",""
2022/12/30 16:07:05,"13,44","88,8",""
2022/12/30 16:17:05,"13,44","87,6",""
2022/12/30 16:27:05,"13,31","87,3",""
2022/12/30 16:37:05,"13,25","86,8",""
2022/12/30 16:47:05,"13,25","87,0",""
2022/12/30 16:57:05,"13,25","87,1",""
2022/12/30 17:07:05,"13,19","86,3",""
2022/12/30 17:17:05,"13,19","86,8",""
2022/12/30 17:27:05,"13,19","87,5",""
2022/12/30 17:37:05,"13,25","87,5",""
2022/12/30 17:47:05,"13,31","88,1",""
2022/12/30 17:57:05,"13,38","87,8",""
2022/12/30 18:07:05,"13,38","87,8",""
2022/12/30 18:17:05,"13,38","87,4",""
2022/12/30 18:27:05,"13,31","86,9",""
2022/12/30 18:37:05,"11,63","80,9",""
2022/12/30 18:47:05,"12,13","88,3",""
2022/12/30 18:57:05,"12,69","90,4",""
2022/12/30 19:07:05,"13,06","91,4",""
2022/12/30 19:17:05,"13,31","91,4",""
2022/12/30 19:27:05,"13,50","91,6",""
2022/12/30 19:37:05,"13,69","91,8",""
2022/12/30 19:47:05,"13,75","91,9",""
2022/12/30 19:57:05,"13,88","91,5",""
2022/12/30 20:07:05,"13,94","92,2",""
2022/12/30 20:17:05,"14,00","91,9",""
2022/12/30 20:27:05,"14,06","92,7",""
2022/12/30 20:37:05,"14,13","92,7",""
2022/12/30 20:47:05,"14,19","92,9",""
2022/12/30 20:57:05,"14,19","93,3",""
2022/12/30 21:07:05,"14,25","93,4",""
2022/12/30 21:17:05,"14,31","93,6",""
2022/12/30 21:27:05,"14,38","93,8",""
2022/12/30 21:37:05,"14,44","93,8",""
2022/12/30 21:47:05,"14,44","94,0",""
2022/12/30 21:57:05,"14,50","94,3",""
2022/12/30 22:07:05,"14,56","94,2",""
2022/12/30 22:17:05,"14,56","94,2",""
2022/12/30 22:27:05,"14,63","94,8",""
2022/12/30 22:37:05,"14,63","94,7",""
2022/12/30 22:47:05,"14,69","95,0",""
2022/12/30 22:57:05,"14,69","94,9",""
2022/12/30 23:07:05,"14,75","95,0",""
2022/12/30 23:17:05,"14,75","95,1",""
2022/12/30 23:27:05,"14,81","95,3",""
2022/12/30 23:37:05,"14,88","95,2",""
2022/12/30 23:47:05,"14,88","95,4",""
2022/12/30 23:57:05,"14,88","95,3",""
2022/12/31 00:07:05,"14,88","95,3",""
2022/12/31 00:17:05,"14,94","95,4",""
2022/12/31 00:27:05,"14,94","95,3",""
2022/12/31 00:37:05,"15,00","95,6",""
2022/12/31 00:47:05,"15,00","95,6",""
2022/12/31 00:57:05,"15,06","95,9",""
2022/12/31 01:07:05,"15,06","95,8",""
2022/12/31 01:17:05,"15,06","95,8",""
2022/12/31 01:27:05,"15,06","95,8",""
2022/12/31 01:37:05,"15,13","95,8",""
2022/12/31 01:47:05,"15,19","95,8",""
2022/12/31 01:57:05,"15,19","95,8",""
2022/12/31 02:07:05,"15,19","95,8",""
2022/12/31 02:17:05,"15,25","95,8",""
2022/12/31 02:27:05,"15,25","95,9",""
2022/12/31 02:37:05,"15,31","95,8",""
2022/12/31 02:47:05,"15,31","95,8",""
2022/12/31 02:57:05,"15,31","95,8",""
2022/12/31 03:07:05,"15,38","95,9",""
2022/12/31 03:17:05,"15,38","96,1",""
2022/12/31 03:27:05,"15,38","96,1",""
2022/12/31 03:37:05,"15,44","96,3",""
2022/12/31 03:47:05,"15,44","96,3",""
2022/12/31 03:57:05,"15,50","96,4",""
2022/12/31 04:07:05,"15,50","96,6",""
2022/12/31 04:17:05,"15,50","96,4",""
2022/12/31 04:27:05,"15,50","96,4",""
2022/12/31 04:37:05,"15,56","96,6",""
2022/12/31 04:47:05,"15,56","96,7",""
2022/12/31 04:57:05,"15,56","96,8",""
2022/12/31 05:07:05,"15,56","96,7",""
2022/12/31 05:17:05,"15,63","96,7",""
2022/12/31 05:27:05,"15,63","96,9",""
2022/12/31 05:37:05,"15,63","96,8",""
2022/12/31 05:47:05,"15,69","96,7",""
2022/12/31 05:57:05,"15,69","96,9",""
2022/12/31 06:07:05,"15,69","96,8",""
2022/12/31 06:17:05,"15,69","96,8",""
2022/12/31 06:27:05,"15,75","96,9",""
2022/12/31 06:37:05,"15,75","97,0",""
2022/12/31 06:47:05,"15,75","96,9",""
2022/12/31 06:57:05,"15,75","96,9",""
2022/12/31 07:07:05,"15,81","97,1",""
2022/12/31 07:17:05,"15,81","97,1",""
2022/12/31 07:27:05,"15,81","97,2",""
2022/12/31 07:37:05,"15,81","97,1",""
2022/12/31 07:47:05,"15,81","97,1",""
2022/12/31 07:57:05,"15,88","97,1",""
2022/12/31 08:07:05,"15,88","97,1",""
2022/12/31 08:17:05,"15,88","97,1",""
2022/12/31 08:27:05,"15,88","97,3",""
2022/12/31 08:37:05,"15,94","97,3",""
2022/12/31 08:47:05,"15,94","97,3",""
2022/12/31 08:57:05,"15,94","97,4",""
2022/12/31 09:07:05,"15,94","97,4",""
2022/12/31 09:17:05,"16,00","97,3",""
2022/12/31 09:27:05,"16,00","97,3",""
2022/12/31 09:37:05,"16,00","97,4",""
2022/12/31 09:47:05,"16,06","97,5",""
2022/12/31 09:57:05,"16,06","97,4",""
2022/12/31 10:07:05,"16,13","97,6",""
2022/12/31 10:17:05,"16,13","97,5",""
2022/12/31 10:27:05,"16,13","97,4",""
2022/12/31 10:37:05,"15,94","82,4",""
2022/12/31 10:47:05,"15,63","78,5",""
2022/12/31 10:57:05,"15,50","77,3",""
2022/12/31 11:07:05,"15,56","79,9",""
2022/12/31 11:17:05,"15,63","87,9",""
2022/12/31 11:27:05,"15,75","91,1",""
2022/12/31 11:37:05,"15,88","91,9",""
2022/12/31 11:47:05,"16,06","92,5",""
2022/12/31 11:57:05,"16,13","93,3",""
2022/12/31 12:07:05,"16,25","93,4",""
2022/12/31 12:17:05,"16,31","94,0",""
2022/12/31 12:27:05,"16,44","94,4",""
2022/12/31 12:37:05,"16,50","94,9",""
2022/12/31 12:47:05,"16,56","94,9",""
2022/12/31 12:57:05,"16,69","95,1",""
2022/12/31 13:07:05,"16,75","95,3",""
2022/12/31 13:17:05,"16,81","94,8",""
2022/12/31 13:27:05,"16,88","95,3",""
2022/12/31 13:37:05,"16,88","95,4",""
2022/12/31 13:47:05,"16,94","95,5",""
2022/12/31 13:57:05,"16,94","95,3",""
2022/12/31 14:07:05,"16,94","95,9",""
2022/12/31 14:17:05,"16,94","96,1",""
2022/12/31 14:27:05,"16,94","96,4",""
2022/12/31 14:37:05,"16,94","96,3",""
2022/12/31 14:47:05,"16,94","96,5",""
2022/12/31 14:57:05,"16,94","96,6",""
2022/12/31 15:07:05,"16,94","96,7",""
2022/12/31 15:17:05,"16,94","96,8",""
2022/12/31 15:27:05,"16,94","96,9",""
2022/12/31 15:37:05,"16,94","96,9",""
2022/12/31 15:47:05,"16,38","78,6",""
2022/12/31 15:57:05,"16,06","77,2",""
2022/12/31 16:07:05,"15,94","76,6",""
2022/12/31 16:17:05,"15,94","85,4",""
2022/12/31 16:27:05,"16,00","88,4",""
2022/12/31 16:37:05,"16,13","90,6",""
2022/12/31 16:47:05,"16,19","91,6",""
2022/12/31 16:57:05,"16,25","92,8",""
2022/12/31 17:07:05,"16,31","93,7",""
2022/12/31 17:17:05,"16,38","94,1",""
2022/12/31 17:27:05,"16,44","94,6",""
2022/12/31 17:37:05,"16,44","95,1",""
2022/12/31 17:47:05,"16,50","95,2",""
2022/12/31 17:57:05,"16,50","95,0",""
2022/12/31 18:07:05,"16,56","95,3",""
2022/12/31 18:17:05,"16,56","95,3",""
2022/12/31 18:27:05,"16,19","80,1",""
2022/12/31 18:37:05,"15,38","76,9",""
2022/12/31 18:47:05,"15,00","81,6",""
2022/12/31 18:57:05,"15,31","87,3",""
2022/12/31 19:07:05,"15,56","90,9",""
2022/12/31 19:17:05,"15,75","92,6",""
2022/12/31 19:27:05,"15,94","92,2",""
2022/12/31 19:37:05,"16,00","92,9",""
2022/12/31 19:47:05,"16,13","93,6",""
2022/12/31 19:57:05,"16,19","93,3",""
2022/12/31 20:07:05,"16,25","94,3",""
2022/12/31 20:17:05,"16,31","94,3",""
2022/12/31 20:27:05,"16,31","94,7",""
2022/12/31 20:37:05,"16,38","95,3",""
2022/12/31 20:47:05,"16,38","95,5",""
2022/12/31 20:57:05,"16,44","95,9",""
2022/12/31 21:07:05,"16,44","95,9",""
2022/12/31 21:17:05,"16,44","96,1",""
2022/12/31 21:27:05,"16,50","96,1",""
2022/12/31 21:37:05,"16,50","96,3",""
2022/12/31 21:47:05,"16,50","96,4",""
2022/12/31 21:57:05,"16,50","96,6",""
2022/12/31 22:07:05,"16,56","96,8",""
2022/12/31 22:17:05,"16,56","96,9",""
2022/12/31 22:27:05,"16,56","96,8",""
2022/12/31 22:37:05,"16,56","96,9",""
2022/12/31 22:47:05,"16,56","96,9",""
2022/12/31 22:57:05,"16,63","97,0",""
2022/12/31 23:07:05,"16,63","97,1",""
2022/12/31 23:17:05,"16,63","97,4",""
2022/12/31 23:27:05,"16,69","97,3",""
2022/12/31 23:37:05,"16,69","97,3",""
2022/12/31 23:47:05,"16,69","97,4",""
2022/12/31 23:57:05,"16,69","97,4",""
2023/01/01 00:07:05,"16,69","97,3",""
2023/01/01 00:17:05,"16,75","97,4",""
2023/01/01 00:27:05,"16,75","97,4",""
2023/01/01 00:37:05,"16,75","97,5",""
2023/01/01 00:47:05,"16,75","97,7",""
2023/01/01 00:57:05,"16,81","97,6",""
2023/01/01 01:07:05,"16,81","97,7",""
2023/01/01 01:17:05,"16,81","97,6",""
2023/01/01 01:27:05,"16,81","97,7",""
2023/01/01 01:37:05,"16,81","97,8",""
2023/01/01 01:47:05,"16,81","97,8",""
2023/01/01 01:57:05,"16,81","97,8",""
2023/01/01 02:07:05,"16,88","98,0",""
2023/01/01 02:17:05,"16,88","98,1",""
2023/01/01 02:27:05,"16,88","98,0",""
2023/01/01 02:37:05,"16,88","98,0",""
2023/01/01 02:47:05,"16,88","98,1",""
2023/01/01 02:57:05,"16,94","97,9",""
2023/01/01 03:07:05,"16,94","98,1",""
2023/01/01 03:17:05,"16,94","97,9",""
2023/01/01 03:27:05,"16,94","98,1",""
2023/01/01 03:37:05,"16,94","97,9",""
2023/01/01 03:47:05,"16,94","97,9",""
2023/01/01 03:57:05,"16,94","97,9",""
2023/01/01 04:07:05,"16,94","98,1",""
2023/01/01 04:17:05,"16,94","98,1",""
2023/01/01 04:27:05,"16,94","98,1",""
2023/01/01 04:37:05,"17,00","98,1",""
2023/01/01 04:47:05,"17,00","98,2",""
2023/01/01 04:57:05,"17,00","98,2",""
2023/01/01 05:07:05,"17,00","98,1",""
2023/01/01 05:17:05,"17,00","98,3",""
2023/01/01 05:27:05,"17,00","98,3",""
2023/01/01 05:37:05,"17,00","98,3",""
2023/01/01 05:47:05,"17,00","98,3",""
2023/01/01 05:57:05,"17,06","98,4",""
2023/01/01 06:07:05,"17,06","98,4",""
2023/01/01 06:17:05,"17,06","98,3",""
2023/01/01 06:27:05,"17,06","98,4",""
2023/01/01 06:37:05,"17,06","98,4",""
2023/01/01 06:47:05,"17,06","98,4",""
2023/01/01 06:57:05,"17,06","98,5",""
2023/01/01 07:07:05,"17,06","98,6",""
2023/01/01 07:17:05,"17,06","98,6",""
2023/01/01 07:27:05,"17,13","98,6",""
2023/01/01 07:37:05,"17,13","98,6",""
2023/01/01 07:47:05,"17,13","98,6",""
2023/01/01 07:57:05,"17,13","98,8",""
2023/01/01 08:07:05,"17,13","98,6",""
2023/01/01 08:17:05,"17,13","98,6",""
2023/01/01 08:27:05,"17,13","98,7",""
2023/01/01 08:37:05,"17,13","98,6",""
2023/01/01 08:47:05,"17,13","98,6",""
2023/01/01 08:57:05,"17,13","98,7",""
2023/01/01 09:07:05,"17,19","99,2",""
2023/01/01 09:17:05,"17,19","99,0",""
2023/01/01 09:27:05,"17,19","99,1",""
2023/01/01 09:37:05,"17,19","99,2",""
2023/01/01 09:47:05,"17,19","99,2",""
2023/01/01 09:57:05,"17,25","99,2",""
2023/01/01 10:07:05,"17,25","99,3",""
2023/01/01 10:17:05,"17,31","99,3",""
2023/01/01 10:27:05,"17,31","99,3",""
2023/01/01 10:37:05,"17,38","99,3",""
2023/01/01 10:47:05,"17,44","99,2",""
2023/01/01 10:57:05,"17,44","99,1",""
2023/01/01 11:07:05,"17,50","99,1",""
2023/01/01 11:17:05,"17,50","99,1",""
2023/01/01 11:27:05,"17,56","99,1",""
2023/01/01 11:37:05,"17,63","99,1",""
2023/01/01 11:47:05,"17,50","84,3",""
2023/01/01 11:57:05,"16,00","76,0",""
2023/01/01 12:07:05,"15,44","70,9",""
2023/01/01 12:17:05,"15,25","74,9",""
2023/01/01 12:27:05,"15,25","74,6",""
2023/01/01 12:37:05,"15,38","80,1",""
2023/01/01 12:47:05,"15,81","87,8",""
2023/01/01 12:57:05,"16,19","89,9",""
2023/01/01 13:07:05,"16,50","92,6",""
2023/01/01 13:17:05,"16,69","93,3",""
2023/01/01 13:27:05,"16,88","94,0",""
2023/01/01 13:37:05,"17,00","94,4",""
2023/01/01 13:47:05,"17,13","94,6",""
2023/01/01 13:57:05,"17,25","94,9",""
2023/01/01 14:07:05,"17,31","94,6",""
2023/01/01 14:17:05,"17,44","94,9",""
2023/01/01 14:27:05,"17,50","94,9",""
2023/01/01 14:37:05,"17,56","95,0",""
2023/01/01 14:47:05,"17,69","95,5",""
2023/01/01 14:57:05,"17,69","95,6",""
2023/01/01 15:07:05,"17,75","96,0",""
2023/01/01 15:17:05,"17,81","96,0",""
2023/01/01 15:27:05,"17,81","96,3",""
2023/01/01 15:37:05,"17,75","96,5",""
2023/01/01 15:47:05,"17,75","96,6",""
2023/01/01 15:57:05,"17,75","96,7",""
2023/01/01 16:07:05,"17,75","96,9",""
2023/01/01 16:17:05,"17,75","97,1",""
2023/01/01 16:27:05,"17,69","97,1",""
2023/01/01 16:37:05,"17,00","81,3",""
2023/01/01 16:47:05,"16,56","84,3",""
2023/01/01 16:57:05,"16,69","90,9",""
2023/01/01 17:07:05,"16,94","93,1",""
2023/01/01 17:17:05,"17,06","94,1",""
2023/01/01 17:27:05,"17,19","95,2",""
2023/01/01 17:37:05,"17,25","95,9",""
2023/01/01 17:47:05,"17,31","96,3",""
2023/01/01 17:57:05,"17,31","96,6",""
2023/01/01 18:07:05,"17,31","96,8",""
2023/01/01 18:17:05,"17,38","96,9",""
2023/01/01 18:27:05,"17,38","97,0",""
2023/01/01 18:37:05,"17,38","97,1",""
2023/01/01 18:47:05,"17,38","97,3",""
2023/01/01 18:57:05,"17,38","97,4",""
2023/01/01 19:07:05,"17,44","97,4",""
2023/01/01 19:17:05,"17,44","97,6",""
2023/01/01 19:27:05,"17,44","97,7",""
2023/01/01 19:37:05,"17,44","97,7",""
2023/01/01 19:47:05,"15,50","73,1",""
2023/01/01 19:57:05,"14,50","74,0",""
2023/01/01 20:07:05,"14,63","83,8",""
2023/01/01 20:17:05,"15,25","89,9",""
2023/01/01 20:27:05,"15,75","92,1",""
2023/01/01 20:37:05,"16,06","93,5",""
2023/01/01 20:47:05,"16,25","93,8",""
2023/01/01 20:57:05,"16,44","94,3",""
2023/01/01 21:07:05,"16,56","94,3",""
2023/01/01 21:17:05,"16,63","94,3",""
2023/01/01 21:27:05,"16,69","94,6",""
2023/01/01 21:37:05,"16,75","94,7",""
2023/01/01 21:47:05,"16,81","95,2",""
2023/01/01 21:57:05,"16,81","95,7",""
2023/01/01 22:07:05,"16,88","96,1",""
2023/01/01 22:17:05,"16,94","96,3",""
2023/01/01 22:27:05,"16,94","96,4",""
2023/01/01 22:37:05,"17,00","96,8",""
2023/01/01 22:47:05,"17,00","96,8",""
2023/01/01 22:57:05,"17,00","96,8",""
2023/01/01 23:07:05,"17,06","97,0",""
2023/01/01 23:17:05,"17,06","97,1",""
2023/01/01 23:27:05,"17,13","97,2",""
2023/01/01 23:37:05,"17,13","97,2",""
2023/01/01 23:47:05,"17,13","97,3",""
2023/01/01 23:57:05,"17,19","97,7",""
2023/01/02 00:07:05,"17,19","97,8",""
2023/01/02 00:17:05,"17,19","97,8",""
2023/01/02 00:27:05,"17,19","97,9",""
2023/01/02 00:37:05,"17,19","97,9",""
2023/01/02 00:47:05,"17,25","98,1",""
2023/01/02 00:57:05,"17,25","98,1",""
2023/01/02 01:07:05,"17,25","98,1",""
2023/01/02 01:17:05,"17,25","98,1",""
2023/01/02 01:27:05,"17,31","98,1",""
2023/01/02 01:37:05,"17,31","98,3",""
2023/01/02 01:47:05,"17,31","98,3",""
2023/01/02 01:57:05,"17,31","98,3",""
2023/01/02 02:07:05,"17,31","98,4",""
2023/01/02 02:17:05,"17,38","98,3",""
2023/01/02 02:27:05,"17,38","98,3",""
2023/01/02 02:37:05,"17,38","98,4",""
2023/01/02 02:47:05,"17,38","98,3",""
2023/01/02 02:57:05,"17,38","98,3",""
2023/01/02 03:07:05,"17,38","98,3",""
2023/01/02 03:17:05,"17,44","98,3",""
2023/01/02 03:27:05,"17,44","98,4",""
2023/01/02 03:37:05,"17,44","98,5",""
2023/01/02 03:47:05,"17,44","98,5",""
2023/01/02 03:57:05,"17,44","98,5",""
2023/01/02 04:07:05,"17,44","98,6",""
2023/01/02 04:17:05,"17,44","98,6",""
2023/01/02 04:27:05,"17,44","98,7",""
2023/01/02 04:37:05,"17,50","98,7",""
2023/01/02 04:47:05,"17,50","98,7",""
2023/01/02 04:57:05,"17,50","98,8",""
2023/01/02 05:07:05,"17,50","98,8",""
2023/01/02 05:17:05,"17,50","98,9",""
2023/01/02 05:27:05,"17,50","98,9",""
2023/01/02 05:37:05,"17,50","99,1",""
2023/01/02 05:47:05,"17,56","99,1",""
2023/01/02 05:57:05,"17,56","99,1",""
2023/01/02 06:07:05,"17,56","99,1",""
2023/01/02 06:17:05,"17,56","99,2",""
2023/01/02 06:27:05,"17,56","99,1",""
2023/01/02 06:37:05,"17,56","99,1",""
2023/01/02 06:47:05,"17,56","99,1",""
2023/01/02 06:57:05,"17,56","99,1",""
2023/01/02 07:07:05,"17,56","98,9",""
2023/01/02 07:17:05,"17,56","99,0",""
2023/01/02 07:27:05,"17,56","98,9",""
2023/01/02 07:37:05,"17,63","99,0",""
2023/01/02 07:47:05,"17,56","98,9",""
2023/01/02 07:57:05,"17,63","99,1",""
2023/01/02 08:07:05,"17,63","99,1",""
2023/01/02 08:17:05,"17,63","99,1",""
2023/01/02 08:27:05,"17,63","99,1",""
2023/01/02 08:37:05,"17,63","99,1",""
2023/01/02 08:47:05,"17,63","99,3",""
2023/01/02 08:57:05,"17,63","99,3",""
2023/01/02 09:07:05,"17,69","99,4",""
2023/01/02 09:17:05,"17,69","99,4",""
2023/01/02 09:27:05,"17,69","99,4",""
2023/01/02 09:37:05,"17,69","99,4",""
2023/01/02 09:47:05,"17,69","99,4",""
2023/01/02 09:57:05,"17,69","99,4",""
2023/01/02 10:07:05,"17,69","96,4",""
2023/01/02 10:17:05,"15,31","76,8",""
2023/01/02 10:27:05,"14,25","73,5",""
2023/01/02 10:37:05,"14,69","89,8",""
2023/01/02 10:47:05,"15,50","94,1",""
2023/01/02 10:57:05,"16,06","95,8",""
2023/01/02 11:07:05,"16,44","96,5",""
2023/01/02 11:17:05,"16,69","96,6",""
2023/01/02 11:27:05,"16,88","96,6",""
2023/01/02 11:37:05,"17,00","96,4",""
2023/01/02 11:47:05,"17,19","96,8",""
2023/01/02 11:57:05,"17,31","96,6",""
2023/01/02 12:07:05,"17,38","96,9",""
2023/01/02 12:17:05,"17,50","97,5",""
2023/01/02 12:27:05,"17,56","97,4",""
2023/01/02 12:37:05,"17,63","97,6",""
2023/01/02 12:47:05,"17,69","98,1",""
2023/01/02 12:57:05,"17,69","98,1",""
2023/01/02 13:07:05,"16,88","69,4",""
2023/01/02 13:17:05,"15,81","67,9",""
2023/01/02 13:27:05,"15,63","67,5",""
2023/01/02 13:37:05,"15,69","60,9",""
2023/01/02 13:47:05,"15,56","64,9",""
2023/01/02 13:57:05,"15,50","66,1",""
2023/01/02 14:07:05,"15,56","70,9",""
2023/01/02 14:17:05,"15,94","81,1",""
2023/01/02 14:27:05,"16,25","85,9",""
2023/01/02 14:37:05,"16,50","88,3",""
2023/01/02 14:47:05,"16,63","89,8",""
2023/01/02 14:57:05,"16,75","90,3",""
2023/01/02 15:07:05,"16,88","91,8",""
2023/01/02 15:17:05,"17,00","92,1",""
2023/01/02 15:27:05,"17,06","92,5",""
2023/01/02 15:37:05,"17,13","93,1",""
2023/01/02 15:47:05,"17,19","93,1",""
2023/01/02 15:57:05,"17,25","93,3",""
2023/01/02 16:07:05,"17,31","93,6",""
2023/01/02 16:17:05,"17,38","94,1",""
2023/01/02 16:27:05,"17,44","94,1",""
2023/01/02 16:37:05,"17,44","94,5",""
2023/01/02 16:47:05,"17,50","95,0",""
2023/01/02 16:57:05,"17,56","95,5",""
2023/01/02 17:07:05,"14,63","67,9",""
2023/01/02 17:17:05,"13,56","79,2",""
2023/01/02 17:27:05,"14,56","87,0",""
2023/01/02 17:37:05,"15,44","91,4",""
2023/01/02 17:47:05,"16,00","92,4",""
